URL,ASIN,Manufacturer,Description
https://www.amazon.in/Gear-Ltrs-Casual-Backpack-MDBKPECO50504/dp/B0757K36YV/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1675269059&sprefix=ba%2Caps%2C283&sr=8-131,B0757K36YV,,"Product Dimensions : 48 x 32 x 14 cm; 280 Grams , Date First Available : 30 August 2017 , Manufacturer : Gear Merchandise PVT LTD , ASIN : B0757K36YV , Item model number : MDBKPECO50504 , Country of Origin : India , Department : Men , Manufacturer : Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Packer : Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Item Weight : 280 g , Item Dimensions LxWxH : 48 x 32 x 14 Centimeters , Net Quantity : 1 count , Included Components : Backpack , Generic Name : Bag , "
https://www.amazon.in/YuvKuz-TM-Infocus-Digitizer-Assembly/dp/B07MXNWTB2/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1675269059&sprefix=ba%2Caps%2C283&sr=8-132,B07MXNWTB2,FUR JADEN,"Product Dimensions : 45 x 35 x 12 cm; 800 Grams , Date First Available : 27 December 2019 , Manufacturer : Bagzone Lifestyle Pvt Ltd , ASIN : B07MXNWTB2 , Item model number : HEFQ217019M4 , Country of Origin : India , Department : Women , Manufacturer : Bagzone Lifestyle Pvt Ltd, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093 , Packer : Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093 , Importer : Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093 , Item Weight : 800 g , Item Dimensions LxWxH : 45 x 35 x 12 Centimeters , Net Quantity : 1.00 Handbag , Included Components : HANDBAG 1490 BILL BUSTER , Generic Name : Handbags , "
https://www.amazon.in/Nivia-5177BK-Polyester-String-Black/dp/B071XM6PSM/ref=sr_1_131?crid=2M096C61O4MLT&keywords=bags&qid=1675269062&sprefix=ba%2Caps%2C283&sr=8-131,,,
https://www.amazon.in/Wooum-Resisitance-Shoulder-Business-Messenger/dp/B0993Q72WD/ref=sr_1_132?crid=2M096C61O4MLT&keywords=bags&qid=1675269062&sprefix=ba%2Caps%2C283&sr=8-132,B0993Q72WD,THE HUTCH ENTERPRISES,"Product Dimensions : 16.51 x 8.89 x 24.13 cm; 190 Grams , Date First Available : 10 July 2021 , ASIN : B0993Q72WD , Item model number : 1528 , Country of Origin : India , Department : Unisex-adult , Item Weight : 190 g , Item Dimensions LxWxH : 16.5 x 8.9 x 24.1 Centimeters , Net Quantity : 1.00 count , "
https://www.amazon.in/Gear-Black-Casual-Backpack-MDBKPECO50104/dp/B0757MBSS6/ref=sr_1_133?crid=2M096C61O4MLT&keywords=bags&qid=1675269062&sprefix=ba%2Caps%2C283&sr=8-133,B0757MBSS6,Gear Merchandise PVT LTD,"Is Discontinued By Manufacturer : No , Product Dimensions : 48 x 32 x 14 cm; 280 Grams , Date First Available : 30 August 2017 , Manufacturer : Gear , ASIN : B0757MBSS6 , Item model number : MDBKPECO50104 , Country of Origin : India , Department : Men , Manufacturer : Gear, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Packer : Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Item Weight : 280 g , Item Dimensions LxWxH : 48 x 32 x 14 Centimeters , Net Quantity : 1 count , Included Components : Backpack , Generic Name : Bag , "
https://www.amazon.in/Gear-Ltrs-Casual-Backpack-MDBKPECO50504/dp/B0757K36YV/ref=sr_1_134?crid=2M096C61O4MLT&keywords=bags&qid=1675269062&sprefix=ba%2Caps%2C283&sr=8-134,B0757K36YV,,"Product Dimensions : 48 x 32 x 14 cm; 280 Grams , Date First Available : 30 August 2017 , Manufacturer : Gear Merchandise PVT LTD , ASIN : B0757K36YV , Item model number : MDBKPECO50504 , Country of Origin : India , Department : Men , Manufacturer : Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Packer : Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Item Weight : 280 g , Item Dimensions LxWxH : 48 x 32 x 14 Centimeters , Net Quantity : 1 count , Included Components : Backpack , Generic Name : Bag , "
https://www.amazon.in/F-Gear-String-LTR-Gym-Bag/dp/B07L4ZNBPQ/ref=sr_1_135?crid=2M096C61O4MLT&keywords=bags&qid=1675269062&sprefix=ba%2Caps%2C283&sr=8-135,B07L4ZNBPQ,ah arctic hunter,"Is Discontinued By Manufacturer : No , Product Dimensions : 45 x 10 x 33 cm; 100 Grams , Date First Available : 3 December 2018 , Manufacturer : Uber Fashion Merchandise Pvt. Ltd. , ASIN : B07L4ZNBPQ , Item model number : 2850 , Country of Origin : India , Department : Unisex-adult , Manufacturer : Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590 , Packer : Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 560126 , Item Weight : 100 g , Item Dimensions LxWxH : 45 x 10 x 33 Centimeters , Net Quantity : 1 count , Included Components : Pack of 1 Gym Bag , Generic Name : Drawstring Gym Bag , "
https://www.amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_136?crid=2M096C61O4MLT&keywords=bags&qid=1675269062&sprefix=ba%2Caps%2C283&sr=8-136,,,
https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_137?crid=2M096C61O4MLT&keywords=bags&qid=1675269062&sprefix=ba%2Caps%2C283&sr=8-137,,,
https://www.amazon.in/Storite-Leather-Laptop-Bag-inch/dp/B081GQJLD2/ref=sr_1_138?crid=2M096C61O4MLT&keywords=bags&qid=1675269062&sprefix=ba%2Caps%2C283&sr=8-138,,Safari Industries (India) Ltd,
https://www.amazon.in/Girls-1518-Polyester-Designer-Waterproof-Bag-Backpack/dp/B08F9QYRZB/ref=sr_1_141?crid=2M096C61O4MLT&keywords=bags&qid=1675269062&sprefix=ba%2Caps%2C283&sr=8-141,B08F9QYRZB,,"Product Dimensions : 27.94 x 20.32 x 45.72 cm; 399 Grams , Date First Available : 4 August 2020 , Manufacturer : Shri Salasar Enterprises , ASIN : B08F9QYRZB , Item part number : BE001-03 , Country of Origin : India , Department : girls , Manufacturer : Shri Salasar Enterprises , Item Weight : 399 g , Item Dimensions LxWxH : 27.9 x 20.3 x 45.7 Centimeters , Net Quantity : 1.00 Unit , "
https://www.amazon.in/Kraptick-backpack-maternity-nursing-mothers/dp/B0BFWJFS62/ref=sr_1_142?crid=2M096C61O4MLT&keywords=bags&qid=1675269062&sprefix=ba%2Caps%2C283&sr=8-142,B0BFWJFS62,FUR JADEN,"Product Dimensions : 25 x 35 x 15 cm; 680 Grams , Date First Available : 20 September 2022 , ASIN : B0BFWJFS62 , Item model number : DB-TD-G , Country of Origin : China , Department : Unisex Child , Item Weight : 680 g , Item Dimensions LxWxH : 25 x 35 x 15 Centimeters , "
https://www.amazon.in/Storite-Cross-Travel-Dark-Grey/dp/B07PFF4RYC/ref=sr_1_143?crid=2M096C61O4MLT&keywords=bags&qid=1675269062&sprefix=ba%2Caps%2C283&sr=8-143,B07PFF4RYC,,"Product Dimensions : 33 x 6.5 x 27 cm; 230 Grams , Date First Available : 4 March 2019 , Manufacturer : SaiTech IT Private Limited , ASIN : B07PFF4RYC , Item model number : Mini Cross body Travel Bag- Dark Grey , Country of Origin : India , Department : Men , Manufacturer : SaiTech IT Private Limited , Item Weight : 230 g , Item Dimensions LxWxH : 33 x 6.5 x 27 Centimeters , Net Quantity : 1.00 count , Included Components : 1 , "
https://www.amazon.in/StarX-Compact-Nylon-Mesh-Medium-Orange/dp/B01NBTOX54/ref=sr_1_144?crid=2M096C61O4MLT&keywords=bags&qid=1675269062&sprefix=ba%2Caps%2C283&sr=8-144,,Samsonite South Asia Pvt. Ltd.,
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_145?crid=2M096C61O4MLT&keywords=bags&qid=1675269062&sprefix=ba%2Caps%2C283&sr=8-145,B09VTCNN75,BROGBUS,"Product Dimensions : 30 x 18 x 42 cm; 700 Grams , Date First Available : 17 March 2022 , Manufacturer : FUR JADEN , ASIN : B09VTCNN75 , Item model number : BM83 , Country of Origin : India , Department : Unisex-adult , Manufacturer : FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002 , Packer : Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002 , Item Weight : 700 g , Item Dimensions LxWxH : 30 x 18 x 42 Centimeters , Net Quantity : 1.00 Unit , Generic Name : Anti Theft Laptop Backpack , "
https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y3L4PHK/ref=sr_1_146?crid=2M096C61O4MLT&keywords=bags&qid=1675269062&sprefix=ba%2Caps%2C283&sr=8-146,,THE HUTCH ENTERPRISES,
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-combination/dp/B09VCHV6T5/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1675269062&sprefix=ba%2Caps%2C283&sr=8-147,B09VCHV6T5,Uber Fashion Merchandise Pvt. Ltd.,"Product Dimensions : 5 x 12 x 17 cm; 700 Grams , Date First Available : 11 March 2022 , ASIN : B09VCHV6T5 , Item model number : ZYDEN-2 , Country of Origin : India , Department : Unisex-adult , Item Weight : 700 g , Item Dimensions LxWxH : 50 x 120 x 170 Millimeters , "
https://www.amazon.in/Veneer-Backpack-Fashion-Leather-College/dp/B09BMG8R6Y/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1675269062&sprefix=ba%2Caps%2C283&sr=8-148,B09BMG8R6Y,ADISA,"Product Dimensions : 30.48 x 15.24 x 43.18 cm; 450 Grams , Date First Available : 1 August 2021 , Manufacturer : THE HUTCH ENTERPRISES , ASIN : B09BMG8R6Y , Item model number : CASUAL LAPTOP BACKPACK , Country of Origin : India , Department : unisex-adult , Manufacturer : THE HUTCH ENTERPRISES , Item Weight : 450 g , Item Dimensions LxWxH : 30.5 x 15.2 x 43.2 Centimeters , Net Quantity : 1.00 count , Generic Name : Laptop backap[ck , "
https://www.amazon.in/Red-Lemon-Backpack-Multifunctional-Charcoal/dp/B0BGSV19KZ/ref=sr_1_147?crid=2M096C61O4MLT&keywords=bags&qid=1675269065&sprefix=ba%2Caps%2C283&sr=8-147,B0BGSV19KZ,AirCase,"Product Dimensions : 15 x 32 x 45 cm; 840 Grams , Date First Available : 29 September 2022 , ASIN : B0BGSV19KZ , Item model number : RL-BG1921 , Country of Origin : China , Department : Unisex-adult , Item Weight : 840 g , Item Dimensions LxWxH : 15 x 32 x 45 Centimeters , "
https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0101/dp/B07G44G1DC/ref=sr_1_148?crid=2M096C61O4MLT&keywords=bags&qid=1675269065&sprefix=ba%2Caps%2C283&sr=8-148,B07G44G1DC,Hidesign India Private Limited - Isle Coco By Hidesign,"Product Dimensions : 48 x 33 x 18 cm; 600 Grams , Date First Available : 2 August 2018 , Manufacturer : Gear Merchandise PVT LTD , ASIN : B07G44G1DC , Item model number : LBPVG2LTH0101 , Country of Origin : India , Department : Men , Manufacturer : Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Packer : Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366 , Item Weight : 600 g , Item Dimensions LxWxH : 48 x 33 x 18 Centimeters , Net Quantity : 1 count , Included Components : Laptop Backpack , Generic Name : Bag , "
https://www.amazon.in/House-Quirk-Hanging-Toiletry-Organizer/dp/B072MH8KBB/ref=sr_1_149?crid=2M096C61O4MLT&keywords=bags&qid=1675269065&sprefix=ba%2Caps%2C283&sr=8-149,,Brand Concepts Ltd,
https://www.amazon.in/Resistant-Outdoor-Shoulder-Unbalance-Earphone/dp/B07TT785P7/ref=sr_1_150?crid=2M096C61O4MLT&keywords=bags&qid=1675269065&sprefix=ba%2Caps%2C283&sr=8-150,B07TT785P7,Hang it,"Product Dimensions : 16.5 x 7 x 34 cm; 320 Grams , Date First Available : 11 July 2019 , Manufacturer : ah arctic hunter , ASIN : B07TT785P7 , Item part number : XB13006 , Country of Origin : China , Department : Mens , Manufacturer : ah arctic hunter , Packer : Hoteon Trading Pvt. Ltd., #191, BOOHBCS (BANK COLONY),BTM 2nd Stage, Bangalore-560068. Phone 9148183707 or customercare@hoteon.com , Importer : Hoteon Trading Pvt. Ltd., #191, BOOHBCS (BANK COLONY),BTM 2nd Stage, Bangalore-560068. Phone 9148183707 or customercare@hoteon.com , Item Weight : 320 g , Item Dimensions LxWxH : 16.5 x 7 x 34 Centimeters , Included Components : Sling Bag , "
https://www.amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_151?crid=2M096C61O4MLT&keywords=bags&qid=1675269065&sprefix=ba%2Caps%2C283&sr=8-151,,Tabelito,
https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_152?crid=2M096C61O4MLT&keywords=bags&qid=1675269065&sprefix=ba%2Caps%2C283&sr=8-152,,Retail Grapple,
https://www.amazon.in/SAFARI-Denim-Casual-Backpack-DAYPACKNEO15CBDNB/dp/B07NSC4SL5/ref=sr_1_153?crid=2M096C61O4MLT&keywords=bags&qid=1675269065&sprefix=ba%2Caps%2C283&sr=8-153,B07NSC4SL5,Okami Wolf INTL Pvt Ltd,"Product Dimensions : 32 x 29.5 x 47 cm; 490 Grams , Date First Available : 27 March 2019 , Manufacturer : Safari Industries (India) Ltd , ASIN : B07NSC4SL5 , Item model number : DAYPACKNEO15CBDNB , Country of Origin : India , Department : Unisex-adult , Manufacturer : Safari Industries (India) Ltd, Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838 , Packer : Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838 , Importer : Imported and Marketed by Safari Industries Ltd 301/302, A-Wing, The Qube, M.V.Road, Marol, Andheri(East), Near international Airport Mumbai- 400059 +91-22-40381851/838 , Item Weight : 490 g , Item Dimensions LxWxH : 32 x 29.5 x 47 Centimeters , Net Quantity : 1 Count , Included Components : SAFARI 15 Ltrs Denim Blue Casual Backpack (DAYPACKNEO15CBDNB) , Generic Name : Backpack , "
https://www.amazon.in/Kraptick-backpack-maternity-nursing-mothers/dp/B0BFWJFS62/ref=sr_1_154?crid=2M096C61O4MLT&keywords=bags&qid=1675269065&sprefix=ba%2Caps%2C283&sr=8-154,B0BFWJFS62,"Dein Kleider Fashion Pvt. Ltd. , Email: info@deinkleider.com, Ph No: 8287977295","Product Dimensions : 25 x 35 x 15 cm; 680 Grams , Date First Available : 20 September 2022 , ASIN : B0BFWJFS62 , Item model number : DB-TD-G , Country of Origin : China , Department : Unisex Child , Item Weight : 680 g , Item Dimensions LxWxH : 25 x 35 x 15 Centimeters , "
https://www.amazon.in/StarX-Compact-Nylon-Mesh-Medium-Orange/dp/B01NBTOX54/ref=sr_1_157?crid=2M096C61O4MLT&keywords=bags&qid=1675269065&sprefix=ba%2Caps%2C283&sr=8-157,,POLESTAR,
https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_158?crid=2M096C61O4MLT&keywords=bags&qid=1675269065&sprefix=ba%2Caps%2C283&sr=8-158,B09VTCNN75,,"Product Dimensions : 30 x 18 x 42 cm; 700 Grams , Date First Available : 17 March 2022 , Manufacturer : FUR JADEN , ASIN : B09VTCNN75 , Item model number : BM83 , Country of Origin : India , Department : unisex-adult , Manufacturer : FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002 , Packer : Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002 , Item Weight : 700 g , Item Dimensions LxWxH : 30 x 18 x 42 Centimeters , Net Quantity : 1.00 Unit , Generic Name : Anti Theft Laptop Backpack , "
https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y3L4PHK/ref=sr_1_159?crid=2M096C61O4MLT&keywords=bags&qid=1675269065&sprefix=ba%2Caps%2C283&sr=8-159,,SAAV TEX PVT LTD,
https://www.amazon.in/American-Tourister-Polypropylene-FO1-002/dp/B08CS9NC8Y/ref=sr_1_160?crid=2M096C61O4MLT&keywords=bags&qid=1675269065&sprefix=ba%2Caps%2C283&sr=8-160,B08CS9NC8Y,,"Product Dimensions : 47 x 26 x 68 cm; 3.54 Kilograms , Date First Available : 7 August 2020 , Manufacturer : Samsonite South Asia Pvt. Ltd. , ASIN : B08CS9NC8Y , Item model number : FO1 (0) 09 002 , Department : Unisex-adult , Manufacturer : Samsonite South Asia Pvt. Ltd., Samsonite South Asia Pvt Ltd, GAT NO 159 to 163 , Gonde Taluka,Igatpuri,Nashik-422403 , Packer : Samsonite South Asia Pvt Ltd, GAT NO 159 to 163 , Gonde Taluka,Igatpuri,Nashik-422403 , Importer : Samsonite South Asia Pvt Ltd, GAT NO 159 to 163 , Gonde Taluka,Igatpuri,Nashik-422403 , Item Weight : 3 kg 540 g , Item Dimensions LxWxH : 47 x 26 x 68 Centimeters , Net Quantity : 1 count , Generic Name : Hardsided Check-in Luggage , "
https://www.amazon.in/TRUE-HUMAN-Anti-Theft-backpack-combination/dp/B09VCHV6T5/ref=sr_1_161?crid=2M096C61O4MLT&keywords=bags&qid=1675269065&sprefix=ba%2Caps%2C283&sr=8-161,B09VCHV6T5,Gear Merchandise PVT LTD,"Product Dimensions : 5 x 12 x 17 cm; 700 Grams , Date First Available : 11 March 2022 , ASIN : B09VCHV6T5 , Item model number : ZYDEN-2 , Country of Origin : India , Department : unisex-adult , Item Weight : 700 g , Item Dimensions LxWxH : 50 x 120 x 170 Millimeters , "
https://www.amazon.in/BROGBUS-Business-Messenger-Sling-10-05inch/dp/B09QLD9GJY/ref=sr_1_162?crid=2M096C61O4MLT&keywords=bags&qid=1675269065&sprefix=ba%2Caps%2C283&sr=8-162,B09QLD9GJY,,"Product Dimensions : 28 x 6 x 30 cm; 350 Grams , Date First Available : 17 January 2022 , Manufacturer : BROGBUS , ASIN : B09QLD9GJY , Item model number : Sling Messenger Bag-01 , Country of Origin : India , Department : unisex-adult , Manufacturer : BROGBUS , Packer : BROGBUS , Item Weight : 350 g , Item Dimensions LxWxH : 28 x 6 x 30 Centimeters , Net Quantity : 1.00 count , Included Components : Messenger Bag , Generic Name : Sling Messenger Bag , "
https://www.amazon.in/Chic-Buddy-Waterproof-Swimsuits-Toiletries/dp/B09KS97LZH/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1675269065&sprefix=ba%2Caps%2C283&sr=8-163,B0B259ZFDC,Gear,"Product Dimensions : 39 x 30 x 1 cm; 100 Grams , Date First Available : 24 May 2022 , ASIN : B0B259ZFDC , Item model number : TT-Z12-WETBAG , Department : Unisex-adult , Item Weight : 100 g , Item Dimensions LxWxH : 39 x 30 x 1 Centimeters , Net Quantity : 1.00 unit , "
https://www.amazon.in/Veneer-Backpack-Fashion-Leather-College/dp/B09BMG8R6Y/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1675269065&sprefix=ba%2Caps%2C283&sr=8-164,B09BMG8R6Y,,"Product Dimensions : 30.48 x 15.24 x 43.18 cm; 450 Grams , Date First Available : 1 August 2021 , Manufacturer : THE HUTCH ENTERPRISES , ASIN : B09BMG8R6Y , Item model number : CASUAL LAPTOP BACKPACK , Country of Origin : India , Department : Unisex-adult , Manufacturer : THE HUTCH ENTERPRISES , Item Weight : 450 g , Item Dimensions LxWxH : 30.5 x 15.2 x 43.2 Centimeters , Net Quantity : 1.00 count , Generic Name : Laptop backap[ck , "
https://www.amazon.in/F-Gear-Raider-Marpat-Navy-Backpack/dp/B07F1157TV/ref=sr_1_163?crid=2M096C61O4MLT&keywords=bags&qid=1675269068&sprefix=ba%2Caps%2C283&sr=8-163,B07F1157TV,,"Is Discontinued By Manufacturer : No , Product Dimensions : 33 x 21 x 48 cm; 570 Grams , Date First Available : 24 June 2018 , Manufacturer : Uber Fashion Merchandise Pvt. Ltd. , ASIN : B07F1157TV , Item model number : 2810 , Country of Origin : India , Department : unisex-adult , Manufacturer : Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590 , Packer : Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 560112 , Item Weight : 570 g , Item Dimensions LxWxH : 33 x 21 x 48 Centimeters , Net Quantity : 1 count , Included Components : F Gear Pack of 1 Backpack , Generic Name : Casual Backpack , "
https://www.amazon.in/ADISA-SL5022-black-women-girls/dp/B07NPXWFXX/ref=sr_1_164?crid=2M096C61O4MLT&keywords=bags&qid=1675269068&sprefix=ba%2Caps%2C283&sr=8-164,B07NPXWFXX,Protecta Inc,"Product Dimensions : 22.86 x 8.89 x 17.78 cm; 395 Grams , Date First Available : 13 February 2019 , Manufacturer : ADISA , ASIN : B07NPXWFXX , Item model number : SL5022 , Country of Origin : India , Department : Women , Manufacturer : ADISA, careadisa@gmail.com , Item Weight : 395 g , Item Dimensions LxWxH : 22.9 x 8.9 x 17.8 Centimeters , Net Quantity : 1.00 Unit , Included Components : Sling Bag , Generic Name : Sling Bag , "
https://www.amazon.in/AirCase-C25-Messenger-Shoulder-Compartments/dp/B07X6DV3VM/ref=sr_1_165?crid=2M096C61O4MLT&keywords=bags&qid=1675269068&sprefix=ba%2Caps%2C283&sr=8-165,B07X6DV3VM,"Durant International. Address : GIDC Lodhika, Rajkot-360021, Gujarat. Customer Care : 9809804990","Product Dimensions : 50 x 36.4 x 9 cm; 460 Grams , Date First Available : 15 September 2019 , Manufacturer : AirCase , ASIN : B07X6DV3VM , Item model number : CS61 , Country of Origin : India , Department : unisex-adult , Manufacturer : AirCase, Istuff365, Godown No.H-3, Dharam Complex, Thane-421302 , Packer : Istuff365, Godown No.H-3, Dharam Complex, Thane-421302 , Item Weight : 460 g , Item Dimensions LxWxH : 50 x 36.4 x 9 Centimeters , Net Quantity : 1 Unit , Included Components : 1 Laptop Sleeve , Generic Name : Laptop Sleeve , "
https://www.amazon.in/Isle-Locada-Hidesign-Womens-Sling/dp/B07L6NGWLP/ref=sr_1_166?crid=2M096C61O4MLT&keywords=bags&qid=1675269068&sprefix=ba%2Caps%2C283&sr=8-166,B07L6NGWLP,Gear Merchandise PVT LTD,"Product Dimensions : 21.5 x 5.8 x 15.2 cm; 460 Grams , Date First Available : 7 December 2018 , Manufacturer : Hidesign India Private Limited - Isle Coco By Hidesign , ASIN : B07L6NGWLP , Item model number : SANTORONI 01 , Country of Origin : India , Department : Women , Manufacturer : Hidesign India Private Limited - Isle Coco By Hidesign, Hidesign India Private Limited - Isle Coco By Hidesign , Item Weight : 460 g , Item Dimensions LxWxH : 21.5 x 5.8 x 15.2 Centimeters , Net Quantity : 1 count , Included Components : Sling Bag , Generic Name : Crossbody Bags , "
https://www.amazon.in/Tommy-Hilfiger-Polyester-TH-KENDALL0815/dp/B082PFY9VC/ref=sr_1_167?crid=2M096C61O4MLT&keywords=bags&qid=1675269068&sprefix=ba%2Caps%2C283&sr=8-167,B082PFY9VC,,"Product Dimensions : 53 x 28 x 28 cm; 300 Grams , Date First Available : 12 December 2019 , Manufacturer : Brand Concepts Ltd , ASIN : B082PFY9VC , Item model number : 8903496147216 , Country of Origin : India , Manufacturer : Brand Concepts Ltd, Brand Concepts Ltd 140/2/2, Ring Road Sqaure,, Musakhedi, Indore, Madhya Pradesh 452010 , Packer : Brand Concepts Ltd 140/2/2, Ring Road Sqaure,, Musakhedi, Indore, Madhya Pradesh 452010 , Item Weight : 300 g , Item Dimensions LxWxH : 53 x 28 x 28 Centimeters , Net Quantity : 2 count , Included Components : 1 Duffle, 1 Warranty Card , Generic Name : DUFFEL , "
https://www.amazon.in/Compartment-Black-Bottle-Wristband-Fitness/dp/B0BPNZV6F6/ref=sr_1_168?crid=2M096C61O4MLT&keywords=bags&qid=1675269068&sprefix=ba%2Caps%2C283&sr=8-168,B0BPNZV6F6,Gear,"Product Dimensions : 18 x 9 x 9 cm; 200 Grams , Date First Available : 10 December 2022 , Manufacturer : Hang it , ASIN : B0BPNZV6F6 , Item model number : HT-GB- 02 -SPD-BND-GLS Black , Country of Origin : India , Department : Unisex-adult , Manufacturer : Hang it , Item Weight : 200 g , Item Dimensions LxWxH : 18 x 9 x 9 Centimeters , Net Quantity : 1.00 Liters , Generic Name : Travel Accessory- Shoe Bag , "
https://www.amazon.in/Tabelito-Office-Laptop-Briefcase-Women/dp/B08FL584Z4/ref=sr_1_169?crid=2M096C61O4MLT&keywords=bags&qid=1675269068&sprefix=ba%2Caps%2C283&sr=8-169,B08FL584Z4,Safari Industries,"Product Dimensions : 33 x 44 x 9 cm; 499 Grams , Date First Available : 10 August 2020 , Manufacturer : Tabelito , ASIN : B08FL584Z4 , Item model number : TAB-BC-B , Country of Origin : India , Department : Unisex Adult , Manufacturer : Tabelito, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala) , Packer : 9958166528 , Importer : 9958166528 , Item Weight : 499 g , Item Dimensions LxWxH : 33 x 44 x 9 Centimeters , Net Quantity : 1 U , Included Components : Laptop Briefcase , Generic Name : Laptop Briefcase , "
https://www.amazon.in/Fargo-Handbag-Women-Girls-Light5pc/dp/B09N3K2ZCP/ref=sr_1_170?crid=2M096C61O4MLT&keywords=bags&qid=1675269068&sprefix=ba%2Caps%2C283&sr=8-170,B09N3K2ZCP,Safari Industries (India) Ltd,"Product Dimensions : 30.48 x 11.43 x 26.67 cm; 300 Grams , Date First Available : 6 December 2021 , Manufacturer : Retail Grapple , ASIN : B09N3K2ZCP , Item model number : FGO-266 , Country of Origin : India , Department : Women , Manufacturer : Retail Grapple, Retail Grapple, India , Packer : Retail Grapple, India , Item Weight : 300 g , Item Dimensions LxWxH : 30.5 x 11.4 x 26.7 Centimeters , Net Quantity : 5.00 count , Included Components : Shoulder Bag , Generic Name : Handbag , "
